Genre;Title;Chords;Lyrics
Rock; The Metal; i i i bII; "New Wave tried to destroy the Metal, but the Metal had its way Grunge then tried to dethrone the Metal, but Metal was in the way Punk Rock tried to destroy the Metal, but Metal was much too strong Techno tried to defile the Metal, but Techno was proven wrong Yeah"
Rock; La Grange; i i bIII IV; "Rumor spreadin' 'round In that Texas town About that shack outside La Grange And you know what I'm talkin' about Just let me know, if you wanna go To that home out on the range They got a lot of nice girls Have mercy A-haw, haw, haw, haw A-haw, haw, haw, haw Well, I hear it's fine If you got the time And the ten to get yourself in A-hmm, hmm And I hear it's tight Most every night But now I might be mistaken Hmm, hmm, hmm Have mercy"
Rock; Thunderstruck; I bVII bVII IV; "I was caught in the middle of a railroad track (thunder) I look 'round, and I knew there was no turning back (thunder) My mind raced and I thought, what can I do? (Thunder) And I knew there was no help, no help from you (thunder) Sound of the drums Beatin' in my heart The thunder of guns (yeah) Tore me apart You've been thunderstruck Rolled down the highway Broke the limit, we hit the town Went through to Texas, yeah, Texas And we had some fun We met some girls Some dancers who gave a good time Broke all the rules, played all the fools Yeah, yeah, they, they, they blew our minds"
Rock; Thunderstruck; I bVII IV; "And I was shakin' at the knees Could I come again, please? Yeah, the ladies were too kind You've been Thunderstruck Thunderstruck Yeah, yeah, yeah, thunderstruck Ooh, thunderstruck Yeah Well, I was shaking at the knees Could I come again, please? Thunderstruck Thunderstruck Yeah, yeah, yeah, thunderstruck Thunderstruck, yeah, yeah, yeah"
Rock; Highway to hell; I I bVII bVII; "Livin' easy Lovin' free Season ticket on a one-way ride Askin' nothin' Leave me be Takin' everything in my stride Don't need reason Don't need rhyme Ain't nothin' I'd rather do Goin' down Party time My friends are gonna be there too, yeah"
Rock; Highway to hell; I IV bVII IV; "I'm on the highway to hell On the highway to hell Highway to hell I'm on the highway to hell"
Rock; Highway to hell; I I bVII bVII; "No stop signs Speed limit Nobody's gonna slow me down Like a wheel Gonna spin it Nobody's gonna mess me around Hey Satan Payin' my dues Playin' in a rocking band Hey momma Look at me I'm on my way to the Promised Land, ow"
Rock; Oh My God; i i IV IV; "Time on your side that will never end The most beautiful thing you can ever spend But you work in a shirt with your name tag on it Drifting apart like a plate tectonic"
Rock; Oh My God; i i bVII iv IV i i bVII; "It don't matter to me 'Cause all I wanted to be Was a million miles from here Somewhere more familiar"
Rock; Oh My God; i i IV IV; "Too much time spent dragging the past up I didn't see you not looking when I messed up Settling down in your early twenties Sucked more blood than a backstreet dentist"
Rock; Oh My God; I I bVI bVII; "Oh my God, I can't believe it I've never been this far away from home And oh my God, I can't believe it I've never been this far away from home"
Country; Take Me Home Country Roads; I V vi IV; "Country roads, take me home To the place I belong"
Country; Take Me Home Country Roads; I V IV I; "West Virginia, mountain mamma Take me home, country roads"
Country; Take Me Home Country Roads; I vi V IV I; "Almost heaven, West Virginia Blue ridge mountains, Shenandoah river Life is old there, older than the trees Younger than the mountains, blowing like a breeze. All my memories, gather round her Miner's lady, stranger to blue water Dark and dusty, painted on the sky Misty taste of moonshine, teardrop in my eye " 
Country; Take Me Home Country Roads; iv V I I IV I V V; "I hear her voice in the morning hour she calls me Radio reminds me of my home far away"
Country; Take Me Home Country Roads; vi bVII IV I V V V7 V7; "Driving down the road I get a feeling That I should have been home yesterday, yesterday"
Country; Undo It; i bIII bVII IV; "Should've known by the way you passed me by There was something in your eyes, and it wasn't right I should've walked, but I never had the chance Everything got out of hand and I let it slide Now I only have myself to blame For falling for your stupid games I wish my life could be the way It was before I saw your face"
Country; Undo It; i bVII IV; "You stole my happy, you made me cry Took the lonely, and took me for a ride And I wanna un-un-un-un-un-undo it You had my heart, now I want it back I'm starting to see everything you lack Boy, you blew it, you put me through it I wanna un-un-un-un-un-undo it"
Country; Undo It; i bIII bVII IV; "Now your photos doesn't have a picture frame And I never say your name and I never will And all your things, well, I threw 'em in the trash And I'm not even sad Now you only have yourself to blame For playing all those stupid games You're always going to be the same Oh, no, you'll never change"
Country; Undo It; bVI bVII I I bVI bVI v7 v7; "You want my future, you can't have it (oh, oh, oh) I'm still trying to erase you from my past I need you gone so fast"
Country; Good Girl; i i bIII bVII; "Hey, good girl (hey, good girl) With your head in the clouds I bet you I can tell you, what you're thinkin' about You'll see a good boy (you see a good boy) Gonna give you the world But he's gonna leave you cryin' With your heart in the dirt His lips are dripping honey But he'll sting you like a bee So lock up all your loving Go and throw away the key"
Country; Good Girl; IV I V iv; "Why, why you gotta be so blind? Won't you open up your eyes? It's just a matter of time 'til you find He's no good, girl No good for you You better get to getting on your goodbye shoes and go, go, go Better listen to me, he's low, low, low"
Country; Good Girl; i i bIII bVII; "Hey, good girl (hey, good girl) You got a heart of gold You want a white wedding And a hand you can hold Just like you should, girl (just like you should, girl) Like every good girl does Want a fairytale ending, somebody to love But he's really good at lying Yeah, he'll leave you in the dust 'Cause when he says forever Well, it don't mean much Hey, good girl (hey, good girl) So good for him Better back away honey You don't know where he's been"
Country; Before He Cheats; i bVII bVI V; "Right now, he's probably slow dancin' with a bleach-blonde tramp And she's probably gettin' frisky Right now, he's probably buyin' her some fruity little drink 'Cause she can't shoot whiskey Right now, he's probably up behind her with a pool stick Showin' her how to shoot a combo And he don't know" 
Country; Before He Cheats; bVI i bVI i bVI V V; "I dug my key into the side (into the side) Of his pretty little souped-up four-wheel drive Carved my name into his leather seats I took a Louisville slugger to both headlights (both headlights) Slashed a hole in all four tires Maybe next time, he'll think before he cheats"
Country; Before He Cheats; i bVII bVI V; "Right now, she's probably up singing some White-trash version of Shania karaoke Right now, she's probably sayin', "I'm drunk" And he's a-thinkin' that he's gonna get lucky Right now, he's probably dabbin' on Three dollars worth of that bathroom Polo Oh, and he don't know"
Country; Before He Cheats; bIII bVII bVI bVI IV IV V V; "I might've saved a little trouble for the next girl A-'cause the next time that he cheats Oh, you know it won't be on me No, not on me"
Country; Annie's Song; IV V vi IV I iii iv iv; "You fill up my senses Like a night in a forest. Come let me love you Let me give my life to you"
Country; Annie's Song; IV iii ii IV V V V7 V7; "Like the mountains in springtime Like a walk in the rain. Let me drown in your laughter Let me die in your arms"
Country; Annie's Song; IV V vi IV I iii iv iv; "Like a storm in the desert Like a sleepy blue ocean. Let me lay down beside you Let me always be with you"
Country; Annie's Song; IV iii ii V I I I I; "You fill up my senses Come fill me again. Come let me love you, Come love me again"
Country; You'll Think of Me; i bVI bIII bVII; "I woke up early this morning 'round 4 a.m. With the moon shining bright As headlights on the interstate I pulled the covers over my head And tried to catch some sleep But thoughts of us kept keeping me awake"
Country; You'll Think of Me; iv i iv iv; "Ever since you found yourself in someone else's arms I've been tryin' my best to get along But that's okay There's nothing left to say, but"
Country; You'll Think of Me; I V vi IV; "Take your records, take your freedom Take your memories, I don't need 'em Take your space and take your reasons But you'll think of me And take your cat and leave my sweater 'Cause we have nothing left to weather In fact I'll feel a whole lot better But you'll think of me, you'll think of me"
Country; You'll Think of Me; i bVI bIII bVII; "I went out driving trying to clear my head I tried to sweep out all the ruins that my emotions left (I guess I'm) I guess I'm feeling just a little tired of this And all the baggage that seems to still exist"
Country; You'll Think of Me; iv i iv iv; "It seems the only blessing I have left to my name Is not knowing what we could have been What we should have been So"
Country; Boy Gets a Truck; I ii7 vi V; "Boy gets a truck Truck gets a girl Girl gets a midnight feeling he's the one One night turns to love Love turns into one knee down Down payment on a 3 bedroom house"
Country; Boy Gets a Truck; I IV iv Vsus; "t ain't a story as old as time Just as old as when they first Rolled off the assembly line Everybody knows how it goes Once upon a time, four wheels rolled and a"
Country; Boy Gets a Truck; I IV vi V; "Filled with the sound of little feet Then you blink and he's asking for the keys to pick her up. Boy gets a truck."
Country; Two Feet of Topsoil; I I vi V I I I I; "Yesterday, I thought that I was low as I could get I had hit rock bottom ever since you up and left But this morning when I saw you"
Country; Two Feet of Topsoil; IV IV I IV IV V IV V; "With somebody else, well needless to say That's when I started sinking even lower And as far as where I am at today"
Country; Two Feet of Topsoil; V V IV I V IV I I; "Well, there's two feet of topsoil A little bit of bedrock, limestone in between"
Country; Two Feet of Topsoil; V V IV I vi vi V V; "A fossilized dinosaur, a little patch of crude oil A thousand feet of granite underneath, then there's me"
Country; Two Feet of Topsoil; I I vi V I I I I; "I was kinda hopin' I could dig my way back out A couple dozen roses maybe get you back somehow"
Country; Two Feet of Topsoil; IV IV I IV IV V IV V; But the love in your eyes as you talked to him today was plain to see So I ain't gonna get involved, but Should you change your mind Well, you know right where I'll be
Rap; That's what I Like; iv9 bVII v7 i7; "I got a condo in Manhattan Baby girl, what's happenin'? (What's happenin'?) You and your ass invited So go on and get to clappin' (clap) Go pop it for a player Pop, pop it for me Turn around and drop it for a player (drop it) Drop, drop it for me (drop it)"
Rap; That's what I Like; iv9 bVII v7 i7; "I'll rent a beach house in Miami (-ami) Wake up with no jammies (nope) Lobster tail for dinner (yeah) Julio, serve that scampi (Julio!) You got it if you want it Got, got it if you want it Said, you got it if you want it Take my wallet if you want it, now Jump in the Cadillac Girl, let's put some miles on it Anything you want Just to put a smile on it You deserve it, baby, you deserve it all And I'm gonna give it to you"
Rap; That's what I Like; ii9 V7 iii7 iv7; "Jump in the Cadillac Girl, let's put some miles on it Anything you want Just to put a smile on it You deserve it, baby, you deserve it all And I'm gonna give it to you Gold jewelry shining so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like"
Rap; Versace on the Floor; I iii7 IVmaj7 V7; "Let's take our time tonight, girl Above us all the stars are watchin' There's no place I'd rather be in this world Your eyes are where I'm lost in"
Rap; Versace on the Floor; v9 VI7 IVmaj7 iv; "Underneath the chandelier We're dancin' all alone"
Rap; Versace on the Floor; ii7 vi V V; "There's no reason to hide What we're feelin' inside Right now"
Rap; Versace on the Floor; IV V IV IV ii7 IVmaj7 iii7 ii7 V7; "So baby let's just turn down the lights And close the door Oooh I love that dress But you won't need it anymore No you won't need it no more Let's just kiss 'til we're naked, baby" 
Rap; Versace on the Floor; I iii7 IVmaj7 V; "Versace on the floor Oooh take it off for me, for me, for me, for me now, girl Versace on the floor Oooh take it off for me, for me, for me, for me now, girl"
Rap; It Will Rain; I iii I iii; "If you ever leave me, baby Leave some morphine at my door"
Rap; It Will Rain; ii vi ii V; "'Cause it would take a whole lot of medication To realize what we used to have We don't have it anymore"
Rap; It Will Rain; IV V iii vi; "'Cause there'll be no sunlight If I lose you, baby There'll be no clear skies If I lose you, baby Just like the clouds, my eyes will do the same If you walk away Every day, it'll rain, rain, rain"
Rap; It Will Rain; I iii I iii; "I'll never be your mother's favorite Your daddy can't even look me in the eye"
Rap; It Will Rain; ii vi ii V; "Ooh, if I was in their shoes, I'd be doing the same thing Sayin', "There goes my little girl Walkin' with that troublesome guy""
